Descriptive_JobTitle,CL,skills,rec_city,Rec_location,Actual_billrate,predicted_billrate
Technical Writer / Content Developer,Medium,"COM,Engineering,Quality Assurance,Research,Technical Writer,VMware",Palo Alto,California,87.0,81.3595
ISE4,Medium,"Linux,Powershell,Windows 2000,Windows 2003,Windows 98",Charlotte,North Carolina,76.0,82.82639999999999
Project Coordinator,Medium,"Microsoft Excel,Project Management",Chicago,Illinois,85.5,76.55160000000005
BUSINESS SYSTEMS CONSULTANT,Medium,"Microsoft Access, Firewall, Architecture, Direct3D, Training, Engineering, Remedy, Systems Analysis, Microsoft Excel, Project Management, Management, Data Analysis",Charlotte,North Carolina,76.0,73.11
Product Designer 2/3,Medium,"COM,CSS,e-commerce,Engineering,Flash,Focus,Graphic Design,HTML,InDesign,J2ME,Java,Management,Photoshop,WAN,Windows 2000,Windows 2003,Windows 98",Redmond,Washington,85.5,86.26270000000001
iOS Developer,Medium,"Architecture,Focus",Charlotte,North Carolina,99.74,94.38589999999998
ERP / CRM Developer,Medium,"CSS, marketing, html, Automation",Irving,Texas,107.0,91.9021
Software Dev Engineer IV,High,"C++,Engineering,Management,Python,Software Development",Seattle,Washington,101.0,88.51090000000005
Metadata Analyst,Low,Management,Charlotte,North Carolina,58.54,73.22789999999995
Application Developer,Medium,"Azure,C#,C++,hadoop,Java,Python",San Francisco,California,75.0,95.61320000000002
Senior DevOps Engineer,Medium,"Automation,Cloud Computing,MySQL,Shell",Bellevue,Washington,85.5,94.433
Full Stack Developer,High,"AngularJS,AWS,Java",McLean,Virginia,130.0,99.7873
Software Engineer III,Medium,"Architecture,CSS,Hibernate,HTML,J2ME,JavaScript,MySQL,Python,Ruby,Software Development,Software Engineer,Spring",Foster City,California,85.5,98.8012
nCino Developer - Salesforce,Low,"Engineering,Focus,Java,SAN",San Francisco,California,85.5,102.83960000000005
Data Modeler,Medium,"Other,ER, DB2, COM",Addison,Texas,90.2,81.28699999999999
Administrative Assistant,Low,"Management,Microsoft Excel",Charlotte,North Carolina,42.08,65.59899999999999
PM II / Business Analsyt,Medium,"Management,Recruiting",Reston,Virginia,90.0,94.23779999999996
Front end Developer,High,"AJAX,Apache,Focus,Linux,MySQL,Perl,PHP,Python,Software Development,Software Engineer,SQL",Sunnyvale,California,123.75,113.48740000000004
Oracle Developer,Medium,"Business Continuity,Data Analysis,ETL,Informatica,Oracle,Python",Chicago,Illinois,96.93,91.93950000000008
Salesforce Developer,High,Salesforce Developer,San Diego,California,150.0,121.2814
Technical Architect,High,"COM,e-commerce,HTML,Marketing",Orlando,Florida,120.0,74.039
Data Scientist,Medium,"C#,Data Analysis,e-commerce,Java,Oracle,Research,SQL,Systems Analysis,Training",Seattle,Washington,100.0,85.8186
AEM Coordinator,Medium,"Content Management,HTML,Management,Marketing,Photoshop,Quality Assurance,Research,SAN",San Francisco,California,75.0,91.105325
Java Developer,High,"Architecture,Compliance,Microsoft Excel,OSS,RDBMS,Spring,XML",Plano,Texas,90.0,94.53590000000004
Java Developer,Medium,SOA,Charlotte,North Carolina,92.39,95.40969999999987
Network Engineer,Medium,"CCNA,Cisco,DHCP,Firewall,Management,Microsoft Excel,Microsoft Word,Network Security,Project Management,VPN,WAN",San Jose,California,72.67,84.3779
SOX Testing Contractor,Low,SOX,Lisle,Illinois,51.86,93.158
iOS Developer,Medium,"Architecture,COM,Direct3D,Engineering,Focus,Java,JSP,Management,Product Management,Software Development,SQL,Systems Analysis,XML",Seattle,Washington,99.0,94.9934
Sr. Staff Hardware Design Engineer - Graphics Silicon Implementation,Medium,"ASIC,CDMA,Digital Design,Engineering,Perl,Shell,Tcl,UNIX,Wireless",San Diego,California,85.5,88.4566
ecruiter - Recruiter II,Medium,".NET,Direct3D,Focus,Microsoft Excel,Microsoft Office,Microsoft Word,Program Management,Recruiting,Research,SDE,SDET",Seattle,Washington,78.72,91.373
SAP Data Analyst,Low,"Management,Systems Integration",Louisville,Colorado,70.0,103.85989999999998
Recruiter II,Medium,"Account Management,Management,Research,Software Development",Seattle,Washington,78.72,79.65100000000008
BUSINESS SYSTEMS CONSULTANT,Medium,"Systems Analysis, Training",Charlotte,North Carolina,66.5,66.69138064019315
Windows Desktop Engineer,Medium,"CCNA,Citrix,DB2,IIS,Management,MCP,MCSE,Microsoft Word,Quality Assurance,Shell,SQL,SQL Server,Visual Basic,VMware,Windows 2000,Windows 2003,Windows 98,Microsoft Excel",Charlotte,North Carolina,85.98,75.1769
Software Development Engineer,High,"Automation,Engineering,Java,Management,Perl,Python,Ruby,Shell,Software Development",Austin,Texas,98.26,87.47460000000001
Business Analyst,Medium,Management,Burbank,California,70.0,83.2775
Support Engineer 3 (0365 EXO/Trilingual),Low,"Active Directory,Powershell,Research,Technical Support,Training,Win32,Windows 2000,Windows 98",Irving,Texas,55.0,64.20360000000001
AWS/Cloud consultant,Medium,excle,Chicago,Illinois,100.0,100.9057
application developer sr - specialty,Medium,".NET,COM,Focus,IDS,Microsoft Excel,VMS",Seattle,Washington,117.06,95.5324
APPS SYSTEMS ENGINEER 6,Medium,"Engineering,JDBC,JMS,Linux,Shell,SOA,SOAP,Spring,XML",Phoenix,Arizona,80.5,82.2482
Site Reliability Engineer/ Active Directory,Medium,".NET,Architecture,Automation,Azure,COM,DNS,Engineering,IIS,ITIL,J2ME,Java,JavaScript,Linux,Management,Perl,Powershell,Python,Ruby,Shell,Systems Integration,Tomcat,UNIX,Windows 2000,Windows 2003,Windows 98",Seattle,Washington,118.3,99.7341
.Net/Angular Developer,Medium,"STL,other",St. Louis,Missouri,80.5,76.92
Java developer,High,"COM,Engineering,JDBC,Oracle,SQL,SQL Server",Charlotte,North Carolina,80.5,82.76439999999998
Java application developer,Medium,".NET,COM,Compliance,IDS,Java,SAN,VMS",Seattle,Washington,102.4,93.13619999999996
Developer,Medium,"Architecture,Engineering,Management,SOA,SOAP,Spring,WebSphere",Charlotte,North Carolina,92.39,83.3334
IT Project Manager II,Medium,"COM,Direct3D,Focus,Microsoft Excel,Microsoft Project,Microsoft Word,Project Management,Quality Control,Research,Training",Chicago,Illinois,69.0,88.10189999999994
IT - Developer (Specialty) IV,High,"Business Analyst,J2ME,Java",Richfield,Minnesota,118.75,114.8584
Product Designer 2,Medium,".NET,Azure,COM,Compliance,CSS,Exchange Server,HTML,JavaScript,LAN,Logistics,Marketing,Microsoft Access,Microsoft Excel,Procurement,Research,Web Design,XBOX",Redmond,Washington,85.5,85.53479999999999
Agile Scrum Master,Medium,"Information Security,Management,Software Development",Addison,Texas,129.11,110.89909999999992
Business Analyst,High,Java,Deerfield,Illinois,85.5,73.77149999999997
IT Program Manager IV,Medium,"Management,Project Management",Plano,Texas,91.64,105.431
Developer,Medium,"Pega,Other,configuration,production,j2ee,spring,git,api,architecture,implementation,XSLT,design,writing,Automation,ERP,Analyze,Appian,Configurations,Core,Development,Document,EXAMINING,LEAD,lifecycle,MQ,Mule,OAuth,offshore,Oriented,Policy,profiling,Requirements,routers,Service,services,Solutions,Storage,strategies,Studio,system,technical,tests,Threading,Validate,VPC,Web,with,XPath,AS,BE,Logic,MUnit,Specifications,Standards,SLAs,Anypoint,Candidates,IS,technologies,Various,Dataweave, EAI, ETL,Heap, Load, JUnit, troubleshoot, FIX, develop, thread, Mulesoft, Transformation, Business, FileNet, Workflow, applications,Java, Manager",Charlotte,North Carolina,99.74,78.5975
UI Developer,Medium,".NET 
,COM 
,CSS 
,JavaScript",Troy,Michigan,85.5,91.066
Principal Software Security Engineer,High,"Architecture,C++,COM,Embedded,SAN,Software Development,Training,Wireless,Networking",Richmond,British Columbia,120.0,94.7013
Business Analyst,High,"Business Analyst,COM,Management,Microsoft Office,Windows XP,Microsoft Excel,Microsoft Project",Jersey City,New Jersey,68.78,76.63450000000002
ARIS Business Designer,High,"Architecture,Engineering,Management,Project Management,SAP,Six Sigma",Charlotte,North Carolina,99.74,81.696
M&A Project Manager,Medium,Program Management,Dallas,Texas,85.5,87.9084
quality assurance analyst II - specialty,Medium,".NET,Azure,Direct3D,Focus,IDS,Python,Quality Assurance,Software Development,Systems Analyst,VMS",Seattle,Washington,76.03,108.97909999999996
Project Manager,High,"Engineering,Logistics,Management,Program Management,UNIX",Mountain View,California,70.0,80.1743
Project Manager,Medium,Management,Monterey Park,California,57.0,88.90799999999999
Java Developer,High,"Hibernate,JDBC,OOP,SOA,Spring,SQL,SQL Server,XML,XSL,XSLT",Charlotte,North Carolina,80.5,79.89400000000002
Developer,High,".NET,Architecture,ASP,ASP.NET,C#,OOP,SQL,WCF",Houston,Texas,75.0,83.95060000000001
Systems Engineer,Medium,"Engineering,Linux,Oracle,SOA,SOAP,Software Development,Spring,SQL,UNIX,Windows 2000,Windows 2003,Windows 98,Java",Temple Terrace,Florida,85.5,81.1113
STRATEGY CONSULTANT,High,"Focus, Management",New York,New York,121.75,89.1022
Agile Coach,High,"Architecture,SPC,Training",Pennington,New Jersey,140.0,140.5497
Developer-Graphic Designer,Medium,"COM,CSS,HTML,Research",SeaTac,Washington,85.5,79.4305
Data and Reporting Support,Medium,"Focus,Microsoft Excel",Charlotte,North Carolina,85.5,81.93090000000001
Lead Cloud Data Engineer,Low,"Architecture,Engineering,ETL,hadoop,Java,Linux,Oracle,Python,Shell,UNIX",San Francisco,California,70.0,105.19049999999996
Product Designer 3,Medium,"Architecture,Azure,CSS,HTML,Illustrator,J2ME,Photoshop,Research",Bellevue,Washington,85.5,85.92130000000003
Business Analyst,High,Web Development,Chicago,Illinois,70.0,77.5326
Java Architect III,Medium,"Change Management,Networking",Edmonton,Alberta,85.5,79.35650000000001
.NET Developer,Medium,"C#,ClearCase,COM,Compliance,Database Management,DB2,Direct3D,Engineering,JSP,Management,Rational Rose,SOA,SOAP,Software Development,Struts,Systems Analysis,WebSphere,XML,Software Engineer",Alpharetta,Georgia,82.0,85.07919999999996
Automation Tester,Medium,Automation,Charlotte,North Carolina,85.79,81.99249999999996
UI Developer,Medium,".NET,CSS,Engineering,hadoop,HTML,Java,JavaScript,Software Engineer,SQL",Charlotte,North Carolina,92.39,91.38960000000004
Business Analyst,Medium,Java,Charlotte,North Carolina,76.06,78.65149999999998
Recruiter - Recruiter II,Medium,"Engineering,Microsoft Excel,Microsoft Office,Microsoft Outlook,Microsoft Word,Research,Software Development,Software Engineer,WAN",Seattle,Washington,78.72,78.93600000000006
Senior Hadoop Engineer,High,"Architecture,Automation,Azure,Business Analyst,Compliance,Java,Linux,Management,Networking,Quality Control,Research,Shell,SQL,Systems Analysis,UNIX",Lake Oswego,Oregon,115.24,96.8423
DATABASE ANALYST,Medium,"Data Modeling,other",Charlotte,North Carolina,85.5,81.43994523809525
QA Mobile Automation Engineer,Medium,"Architecture,J2ME,Java,JavaScript,Microsoft Outlook,SDE,SDET,SDLC,Engineering",Woodland Hills,California,85.5,88.35019999999997
Devops,Medium,"AJAX,Architecture,Automation,COM,Compliance,CSS,DB2,Firewall,Focus,J2ME,Java,JavaScript,Linux,Management,MySQL,Oracle,PHP,PostgreSQL,Research,SQL,SQL Server,Wireless",Lincolnshire,Illinois,79.25,83.3311
Release Coordinator,Low,"Automation,Engineering,Management,Product Management,Program Management,Recruiting,Software Development",Mountain View,California,41.0,96.4703
ASE,Medium,Other,Minneapolis,Minnesota,80.5,74.1932
Project/Program Manager I,Low,Management,Seattle,Washington,60.18,63.32690000000002
Associate Scientist � Biology I,Low,"Automation,Research",Foster City,California,61.95,106.13470000000002
Business Systems Analyst,Medium,"Management,Software Development",Plano,Texas,85.0,79.3377
Architect,High,"Architecture,Compliance,J2ME,Microsoft Office,Microsoft Outlook,SOA,Windows 2000,Windows 2003,Windows 98",Woodland Hills,California,165.0,108.5547
ASE6 Java Developers,Medium,"AJAX,CSS,Data Modeling,DB2,DHTML,Hibernate,HTML,JavaScript,JMS,Management,Oracle,SDLC,Software Development,Spring,SQL,SQL Server,Struts,XML",Charlotte,North Carolina,80.5,94.15039999999992
JavaScript Developer,High,"AJAX,CSS,JavaScript",Bradenton,Florida,125.0,98.73029999999996
AWS Developer,Medium,"Compliance,Linux,Networking,Ruby,Shell,Windows 2000,Windows 2003,Windows 98,Microsoft Access",Houston,Texas,87.0,93.4328
Merchant Risk Investigator III,Medium,"e-commerce,Management,Microsoft Excel,Risk Management,SQL",Seattle,Washington,49.87,63.91240000000003
SAP TM Consultant,Medium,"Management,SAP",Clarkton,Missouri,85.5,90.5606
Dev/QA,Medium,"Java,RDBMS,Shell,SQL,UNIX",Eden Prairie,Minnesota,90.25,93.0271
Technical Writer,Medium,"CRM,EDI,Management,Risk Management",McLean,Virginia,67.86,122.09680000000004
Sr. Software Development Engineer (Back-end),Medium,"Architecture,JavaScript,Software Development",Mountain View,California,100.0,99.4418
Buyer III,Low,"Direct3D,Engineering,Microsoft Excel,Microsoft Word,SAP",Brossard,Quebec,57.45,74.26489999999998
Java Developer,High,Research,New York,New York,121.73,105.61499999999998
SAP ABAP Development,Medium,"ABAP,Research,SAP,SAP ABAP",Houston,Texas,85.5,80.58930000000001
Tools Automation Developer,Medium,"Java,JavaScript,Linux,Shell",Plano,Texas,85.5,94.0152
Developer,High,"AJAX,Compliance,CSS,HTML,JavaScript,Management,Research,SOA,SOAP,SOX,XML",Irving,Texas,85.5,81.54090000000001
Django 2 and Python 3 Developer,Medium,"Cloud Computing,J2ME,Java,Management,Python,Web Development",Vancouver,British Columbia,85.5,86.43950000000001
Lead Java Development Engineer,Medium,"Automation,JSP,Oracle,Software Development,Software Engineer",Lisle,Illinois,80.0,94.59870000000002
Mainframe Tester,Medium,Mainframe,Charlotte,North Carolina,73.96,69.10179999999997
Developer,Medium,"Javascript, PHP, CSS, JAVA, python, marketing, management, html, Training, ruby, web development",Redmond,Washington,100.0,40.765
DATABASE ANALYST,Medium,"Management, Database Design, Database Management, Data Modeling",Charlotte,North Carolina,76.0,77.71
SAP ABAP Developer,High,Cloud Computing,Houston,Texas,85.5,92.059
Embedded Developer I,Low,"C++,Focus,Python",Santa Clara,California,53.6,87.51029999999997
SQA5,Medium,"Ab initio,Database Design,Engineering,ETL,Quality Assurance,SQL,Teradata,UNIX,XML",Charlotte,North Carolina,85.5,75.3256
Systems Engineer II-USD,High,"Java,PHP,Ruby",Bellevue,Washington,110.0,81.22190000000002
Business Analyst,High,"Management,Microsoft Project,Systems Analyst",Pennington,New Jersey,71.0,83.30519999999999
Developer,High,COM,Plano,Texas,69.0,84.91869999999999
Project Manager - Senior,High,"Architecture,Change Management,Win32,Windows 98",Calgary,Alberta,115.0,98.84020000000002
Tech Sourcer II,Medium,"Direct3D,Focus,J2ME,Microsoft Excel,Microsoft Office,Microsoft Outlook,Microsoft Word,Recruiting,Research,Software Development",Seattle,Washington,78.72,76.96940000000001
ETL Informatica Developer,Medium,ETL,Jersey City,New Jersey,96.93,89.85990000000004
Business Analyst,Medium,other,Charlotte,North Carolina,76.06,67.80069999999995
DevOps/Linux Engineer,Low,".NET,Automation,DNS,J2ME,Java,Networking,Perforce,Python,Ruby,Software Development,VPN",Houston,Texas,61.65,91.9109
Web Developer,High,Architecture,Chicago,Illinois,125.0,104.5238
Developer,Medium,"Java,jsp,management, Unix, SQL,Teradata,Oracle,Other,Javascript,Tomcat,Hadoop,JDBC",Tampa,Florida,100.0,91.85209999999998
Solid Android Developer,Medium,"Architecture,Java,XML",Boston,Massachusetts,109.75,100.0087
System Engineer,High,"architecture,VMWARE, linux,Other",Boston,Massachusetts,100.0,81.66909999999999
Workday Trainer,High,"Change Management,Training",Indianapolis,Indiana,150.0,117.43290000000005
Program Manager,High,"ant,change management,COM,ER,ERP,Excel,Focus,six sigma,STE,Visio,VMS,XP",Mountain View,California,120.0,111.0122
Engineer: Automation - III,Medium,"C++,FPGA,Linux,Networking,OpenGL,Python,SS7",Hillsboro,Oregon,85.5,78.51669999999997
Security Specialist,Medium,"python,Automation, COM, VMS, SQL,Other,Perl,PostgreSQL",Atlanta,Georgia,98.0,86.38420000000002
Business Analyst IT,Medium,"Business Analyst,DB2,Research",Lisle,Illinois,85.0,91.7184
Oracle EBS Developer,High,".NET,Management,Oracle Applications,PL/SQL,SQL,Training",North Chesterfield,Virginia,118.72,95.07890000000005
Product Designer,Medium,"Architecture,COM,Compliance,CSS,e-commerce,Focus,HTML,Java,JavaScript,Research",SeaTac,Washington,85.5,84.0831
EAX Senior Android Developer,Medium,"COM,Engineering,Java,Software Engineer,WAN,XBOX",Burnaby,British Columbia,100.0,82.0923
Multimedia System Software Test Engineer,Low,"Architecture,ASIC,Engineering,Java,Linux,Management,Multimedia,Perl,Project Management,Python,Software Development,Windows 2000,Windows 2003,Windows 98,Wireless",San Diego,California,52.13,83.8731
Business Analyst 3,Low,"Business Analyst,Compliance,Microsoft Excel,Microsoft Word",Portland,Oregon,58.91,78.87710000000001
Azure Architect SME,Medium,"Azure,DNS,J2ME,Linux",Charlotte,North Carolina,85.5,90.0042
Python Developer,Medium,"Java,SOX",New York,New York,101.67,102.4649
Developer,Medium,"production,management,integration, troubleshoot,Teams, and, Code, Deploy, SPEED, maintain,Managing,Middleware,application,assistance,Communicate,Corporate,Development,engineer,environment,IBM,Operational,Process,Scalability,Server,specialist,Status,support,technical,technology,Web,with,failures,Continuous,Facilitate,work,working,Rating,Candidates,collaborate,IS,Various,financial, Business,DevOps,Build,JBoss,Other,Apache,Test,Engineering,websphere",Charlotte,North Carolina,99.74,86.95399999999997
Devops Engineer,High,"J2ME,Java,Spring",Reston,Virginia,85.5,91.0484
Data Analyst,Medium,"Business Analyst,Data Analysis,Data Warehouse,Management,Microsoft Access,Microsoft Excel",Taunton,Massachusetts,85.5,77.15159999999999
Sr User Experience Designer,Medium,"Focus,Graphic Design,Illustrator,Photoshop",Austin,Texas,85.5,82.78960000000002
